"Fontinha Pizzeria","R. da Fontinha 87, 4000-241 Porto, Portugal","pizzeria","info@fontinhahotel.com"
"Caffè Italia Gaia","Av. da República 278, 4430-192 Vila Nova de Gaia, Portugal","pizzeria","reservas@italycaffegaia.com"
"Sapori Italiani Ristorante Pizzeria","Av. Gen. Norton de Matos 35, 4450-208 Matosinhos, Portugal","pizzeria","geral@saporiitalianiassociazione.com"
"Street Smash Burgers","Av. do Bessa 300, 4100-012 Porto, Portugal","burger restaurant","geral@streetlisboa.com"
"Brusco Burger — Foz Porto","R. do Passeio Alegre 412, 4150-572 Porto, Portugal","burger restaurant","ola@brusco.pt"
"Honorato Clérigos","R. de Cândido dos Reis 12, 4050-151 Porto, Portugal","burger restaurant","honorato@honorato.pt"
"Time Out Market Porto","Ala Sul da Estação Ferroviária de São Bento, Praça de Almeida Garrett, 4000-069 Porto, Portugal","burger restaurant","infoporto@timeoutmarket.com"
"The Good Burger","Rua do Loureiro 26, 4000-069 Porto, Portugal","burger restaurant","protecciondedatos@gruporestalia.com"
"P Gastro Bar","R. das Flores 94, 4000 Porto, Portugal","burger restaurant","fo.pousadaporto@pestana.com"
"Black Sheep Burgers and Shakes","209 E Walnut St, Springfield, MO 65806, USA","burger restaurant","mike@flamesteakhouse.com"
"Mason Jar Brews and Burgers","941 N 74 Dr, Kansas City, KS 66112, USA","burger restaurant","info@masonjarkc.com"
"Café Casa da Musica","Av. da Boavista 604 Piso 7, 4149-071 Porto, Portugal","cafe","eventos@restaurantecasadamusica.com"
"Cremosi","Praça do Bom Sucesso 74-90, 4150-145 Porto, Portugal","cafe","cremosi@cremosi.com"
"Bicho Porto","R. do Breiner 72, 4050-172 Porto, Portugal","cafe","info@obicho.pt"
"Zenith - Brunch & Cocktails Bar","Praça de Carlos Alberto 86, 4050-158 Porto, Portugal","cafe","customerservice@zenithcaffe.pt"
"Noshi Coffee","R. do Carmo 11 12, 4050-164 Porto, Portugal","cafe","geral@simbiotic.pt"
"LOOK.Sharp Cafe Porto | Coworking | Events | Retail","R. de Cimo de Vila 41, 4000-169 Porto, Portugal","cafe","cafe@look-sharp.net"
"Angola Café","R. Pádua Correia nº413, 4430-238 Vila Nova de Gaia, Portugal","cafe","geral@angolacafe.com"
"Café Passaporte","R. de Pinto Bessa 483, 4300-433 Porto, Portugal","cafe","8c4075d5481d476e945486754f783364@sentry.io"
"Pastelaria Casa Bacelar","Praça Dom Afonso v 55F, 4150-738 Porto, Portugal","cafe","casabacelar@sapo.pt"
"Barcarola - Costa Cabral | Francesinha Restaurant - Porto","Rua de Costa Cabral 806, 4200-212 Porto, Portugal","cafe","geral@barcarola.pt"
"Cafetaria Terrárea","Rua de Brito Capelo 1211, 4450-078 Matosinhos, Portugal","cafe","info@terrarea.pt"
"At Street.Coffee® - SPECIALTY COFFEE FOR ALL.","R. de Santa Teresa 4, 4050-537 Porto, Portugal","cafe","we@atstreet.coffee"
"Majestic Café","R. de Santa Catarina 112, 4000-442 Porto, Portugal","cafe","cafemajestic@mail.telepac.pt"
"Mirajazz","Escadas do Caminho Novo 11, 4050-554 Porto, Portugal","bar","hello@mirajazz.pt"
"Base Porto","Jardim Kiosk, Passeio dos Clérigos, R. das Carmelitas 151, 4050-163 Porto, Portugal","bar","geral@baseporto.com"
"Flôr Bar Porto","Lgo de S. Domingos 62, 4050-545 Porto, Portugal","bar","drink@florporto.com"
"Curioso Cocktail Bar","R. de Ferreira Borges 60, 4050-252 Porto, Portugal","bar","info@curiosococktailkitchen.com"
"Botanic Beer Garden","1920 Houston Ave, Houston, TX 77007, USA","bar","info@botanicbeergarden.com"
"Hidden Bar","2715 Bissonnet St Ste 160, Houston, TX 77005, USA","bar","info@norigamihtx.com"
"Lucy Blue","468 19th St, Oakland, CA 94612, USA","bar","info@lucybluebar.com"
"LOT 12 Rooftop Bar","2512 W Berry St, Fort Worth, TX 76109, USA","bar","sales@lot12tcu.com"
"Tallboy","4210 Telegraph Ave, Oakland, CA 94609, USA","bar","sup@tallboy.bar"
"Shipwrecked Paradise Island","1510 16th St #300, Sacramento, CA 95814, USA","bar","contactus@shipwreckedtikibar.com"
"Amura - Bar & Rooftop Lounge","R. São Pedro de Miragaia 60, 4050-565 Porto, Portugal","bar","info@timbrevirtudes.com"
"Park Hotel","R. da Bélgica 3172, 4400-049 Vila Nova de Gaia, Portugal","hotel","geral.gaia@parkhotel.pt"
"ABC Hotel Porto - Boavista","Av. da França 168 178, 4050-278 Porto, Portugal","hotel","reservas.pcm@abchotels.pt"
"ibis budget Porto Gaia","R. Martir São Sebastião 390, 4400-499 Vila Nova de Gaia, Portugal","hotel","h5106@accor.com"
"Novotel Porto Gaia","Nº De Registo:303, R. Martir São Sebastião, Afurada de Baixo, 4400-499 Vila Nova de Gaia, Portugal","hotel","h1050@accor.com"
"Mercure Porto Gaia Hotel","Rua Manuel Moreira De Barros 618D, Nº De Registo:378, 4400-346 Vila Nova de Gaia, Portugal","hotel","H3347@accor.com"
"ibis Porto Gaia","R. Martir São Sebastião 247, 4400-499 Vila Nova de Gaia, Portugal","hotel","H1274@accor.com"
"Hotel Black Tulip","Av. da República 2038, 4430-195 Vila Nova de Gaia, Portugal","hotel","geral@hotelblacktulip.pt"
"Clip Hotel","Av. da República 1559, 4430-205 Porto, Portugal","hotel","info@cliphotel.pt"
"ZERO Box Lodge Porto","R. do Ateneu Comercial do Porto 13, 4000-380 Porto, Portugal","hotel","press@thezerohotels.com"
"Porto Je T'aime","Av. da República 1239, 4430-204 Vila Nova de Gaia, Portugal","hotel","webmaster@portojetaime.com"
"Vincci Ponte de Ferro","R. do Casino da Ponte 1 11th floor, 4430-999 Vila Nova de Gaia, Portugal","hotel","pontedeferro@vinccihoteles.com"
"Grande Hotel do Porto","R. de Santa Catarina 197, 4000-450 Porto, Portugal","hotel","reservas@grandehotelporto.com"
"Lusitana Hotel","R. do Rosário 241, 4050-524 Porto, Portugal","hotel","reservas@lusitanahotel.com"
"room Select Porto","Região Norte, Praça da República 29, 4050-495 Porto, Portugal","hotel","booking@roomselecthotels.com"
"Hotel Love","187, Av. de Fernão de Magalhães 60, 4300-102 Bonfim, Portugal","hotel","reservas@montecarloloveporto.com"
"Eurostars Porto Douro","Av. Gustavo Eiffel 20, 4000-279 Porto, Portugal","hotel","reservas@eurostarsportodouro.com"
"Best Guest Porto Hostel","R. de Mouzinho da Silveira 257, 4050-421 Porto, Portugal","hostel","bgh@bestguesthostel.com"
"Happy Porto Hostel","Rua de Miragaia 177, 4050-388 Porto, Portugal","hostel","hello@happyporto.com"
"Porto Lounge Hostel & Guesthouse","Rua do Almada 317, 4050-038 Porto, Portugal","hostel","info@portoloungehostel.com"
"PILOT Design Hostel & Bar","R. do Gen. Silveira 11, 4050-449 Porto, Portugal","hostel","help@pilothostel.com"
"So Cool Hostel Porto","R. da Boavista 783, 4050-110 Porto, Portugal","hostel","info@socoolhostelporto.com"
"108mm House","Rua do Bicalho 108, 4150-139 Porto, Portugal","hostel","info@108mmhouse.com"
"Blue River Apartments","R. da Ramada Alta 209, 4400-263 Vila Nova de Gaia, Portugal","hostel","porto@blueriver.pt"
"Maison Cabral","R. de Álvares Cabral 134, 4050-040 Porto, Portugal","hostel","geral@maisoncabral.com"
"Oporto Riverside Rooftop","R. da Bolsa 105, 4050-116 Porto, Portugal","hostel","reservas@oportoriversiderooftop.com"
"Cats Hostel Porto","R. do Cativo 26 28, 4000-160 Porto, Portugal","hostel","porto@catshostels.com"
"The Passenger Hostel","Estação São Bento, Praça Almeida Garrett, 4000-069 Porto, Portugal","hostel","info@thepassengerhostel.com"
"Onefam Ribeira Hostel Porto","R. Chã 89, 4000-052 Porto, Portugal","hostel","ribeira@onefamhostels.com"
"Rosalma Hostel Porto","R. de Santa Catarina 501, 4000-452 Porto, Portugal","hostel","hello@rosalmahostel.com"
"Canvas Atelier Hostel","R. do Barão de São Cosme 264, 4000-501 Porto, Portugal","hostel","contato@exemplo.pt"
"Casas da Corujeira","R. Central da Corujeira 55, 4300-111 Porto, Portugal","hostel","geral@casasdacorujeira.pt"
"Oporto Coliving Monte Ramalde 82","R. do Monte de Ramalde 82, 4250-488 Porto, Portugal","hostel","contact@osaliving.pt"
"Albergue de Peregrinos Porto","R. do Barão de Forrester 954, 4050-350 Porto, Portugal","hostel","info@albergueperegrinosporto.pt"
"Oportocean Hostel & Suites","Estr. da Circunvalação 14044, 4460-250 Matosinhos, Portugal","hostel","geral@oportocean.com"
"Boavista Guest House","R. da Boavista 667, 4050-110 Porto, Portugal","guesthouse","info@boavistaguesthouse.com"
"InPatio Guest House","Pátio de São Salvador 22, 4050-567 Porto, Portugal","guesthouse","info@inpatio.pt"
"Naya Guesthouse","R. da Constituição 1205, 4250-167 Porto, Portugal","guesthouse","hello@nayaporto.pt"
"Ribeiredge Guesthouse, porto portugal","R. do Comércio do Porto 85, 4050-253 Porto, Portugal","guesthouse","info@ribeiredgeguesthouse.pt"
"In Porto Gallery Guesthouse","R. do Bonjardim 358, 4000-116 Porto, Portugal","guesthouse","geral@inporto.pt"
"myCasa Guesthouse","R. 2 871, 4500-261 Espinho, Portugal","guesthouse","reservas@mycasa.pt"
"Menina Colina Guesthouse","R. Dr. Alberto Aires de Gouveia 19, 4050-023 Porto, Portugal","guesthouse","info@menina-colina.pt"
"Cocorico","R. do Duque de Loulé nº 97, 4000-325 Porto, Portugal","guesthouse","contacto@cocorico-porto.pt"
"Botica Guesthouse","R. 19 269, 4500-256 Espinho, Portugal","guesthouse","botica@boticaguesthouse.com"
"Domvs Gaia GHouse B&B","R. Cândido dos Reis 767, 4430-999 Vila Nova de Gaia, Portugal","guesthouse","info@domvsgaia.com"
"My Ribeira Guest House","R. Clube Fluvial Portuense 8, 4050-206 Porto, Portugal","guesthouse","info@myribeiraguesthouse.com"
"Porto Music Guest House","Avenida da Boavista nº601, 4100-127 Porto, Portugal","guesthouse","info@portomusicguesthouse.com"
"Guest House Triunfo","R. do Cativo 9, 4000-160 Porto, Portugal","guesthouse","geral@guesthousetriunfo.com"
"Ocean Boutique Guesthouse","Av. da República 492, 4450-237 Matosinhos, Portugal","guesthouse","hello@oceanboutiqueguesthouse.com"
"ó Poboa - Guesthouse","R. Alm. Reis 40, 4490-463 Póvoa de Varzim, Portugal","guesthouse","hello@opoboa.pt"
"Bed & Breakfast Residencial Lira","R. de Vale Formoso 45, 4200-511 Porto, Portugal","guesthouse","info@liraguesthouse.com"
"MaisPhysio","R. Oliveiras 14, 4405-889 Vila Nova de Gaia, Portugal","physiotherapy clinic","geral@maisphysio.com"
"Clinica do Corpo - Fisioterapia, Nutrição e SPA","Praceta de Henrique Moreira 244, Arrábida Shopping - Loja n.º200, 4400-346 Afurada, Portugal","physiotherapy clinic","arrabida@clinicadocorpo.com.pt"
"Etg - Enfermagem E Terapias Globais, Lda","R. Florbela Espanca 58, 4410-388 Arcozelo, Portugal","physiotherapy clinic","etg@sapo.pt"
"MYO CLINIC GAIA - Exercício com Saúde","Av. Infante Sagres 783, 4410-453 Valadares, Portugal","physiotherapy clinic","geral@myoclinics.pt"
"Clínica Rehab4U","R. Emissor 114 Direito, 4400-436 Canidelo, Portugal","physiotherapy clinic","geral@rehab4u.pt"
"CLÍNICA VERACRUZ - Saúde, Higiene e Segurança no Trabalho","Av. Padre Alves Correia 10, 4400-619 Vila Nova de Gaia, Portugal","physiotherapy clinic","comercial@clinicaveracruz.pt"
"Movement Clinic","R. Manuel Moreira Barros, 4400-346 Vila Nova de Gaia, Portugal","physiotherapy clinic","clinica.penafiel@osteo360.pt"
"Mar Saúde","R. Francisco Pereira Pinto de Lemos 30, 4400-700 Vila Nova de Gaia, Portugal","physiotherapy clinic","clinica@marsaude.pt"
"Um Sorriso nos Lábios - Fisioterapia","Rua da Paz 66 Loja 6, 4050-461 Porto, Portugal","physiotherapy clinic","susana@umsorriso.pt"
"Qiuman Fisioterapia Pélvica e Saúde Integrativa da Mulher no Porto","Rua da Saudade 59 4º Andar, Sala 41, 4050-570 Porto, Portugal","physiotherapy clinic","geral@qiuman.pt"
"Esage II - Clínica Fisiátrica Da Foz Lda","R. Dom Domingos Pinho Brandão 75, 4150-280 Porto, Portugal","physiotherapy clinic","geral@esage.pt"
"Bonfim Central Clinic","Av. de Fernão de Magalhães 442, 4349-008 Porto, Portugal","physiotherapy clinic","clinicabonfim@euromedic.pt"
"Instituto Médico Privado","R. de Sá da Bandeira 562, 4000-431 Porto, Portugal","physiotherapy clinic","geral@institutomedicoprivado.com"
"FISIOVIDA","Av. de Fernão de Magalhães nº 460 2º/3º, 4300-189 Porto, Portugal","physiotherapy clinic","info@fisiovida.pt"
"Clinicas Espregueira Atlantico","Estádio Dragão - Entrada Nascente, 4350-415 Porto, Portugal","physiotherapy clinic","geral@clinicaespregueira.com"
"Meclinic- URGÊNCIA DENTÁRIA 24 HORAS","R. Profa. Rita Lopes Ribeiro Fonseca 28, 4400-694 Vila Nova de Gaia, Portugal","dental clinic","geral@urgenciadentaria.pt"
"CARREIRA DENTAL CLINIC - Porto","R. de António Cardoso 391, 4150-079 Porto, Portugal","dental clinic","porto@carreiradentalclinic.pt"
"ORTO-M Canidelo","R. da Bélgica 2176, 4400-046 Vila Nova de Gaia, Portugal","dental clinic","ghghg@orto-m.com"
"Clínica Médis Medicina Dentária Bom Sucesso","Ed. Península, Praça do Bom Sucesso 117, 4150-146 Porto, Portugal","dental clinic","apoioaocliente@clinicamedis.pt"
"Clínica","R. Dr. Jacinto Nunes 34, 4150-409 Porto, Portugal","dental clinic","geral@medicalartcenter.pt"
"IFACLINIC - Alinhadores Invisíveis","R. de 5 de Outubro 139, 4100-175 Porto, Portugal","dental clinic","ifaclinic@ifaclinic.com"
"Self Care Clinic - Dentista Canidelo - Vila Nova de Gaia","Av. da Beira-Mar 1775, 4400-382 Vila Nova de Gaia, Portugal","dental clinic","info@website.com"
"O Meu Doutor","Rua do Campo Alegre 1644, 4150-176 Porto, Portugal","dental clinic","leiria@omeudoutor.pt"
"OralCentro","4050 Porto, Portugal","dental clinic","geral@oralcentro.pt"
"Clínica PCMFG Medicina Dentária","Rua da Venezuela 249, 4150-744 Porto, Portugal","dental clinic","mail@clinicapcmfg.com"
"Paulo Malo - Clínica Dentária","R. do Mal. Saldanha 512, 4150-652 Porto, Portugal","dental clinic","%20geral@malodental.com"
"Clínica Dentária IRON - Instituto de Reabilitação Orofacial do Norte","R. da Boavista 364, 4050-107 Porto, Portugal","dental clinic","info@iron.pt"
"Dental Clinic Santa Catarina","R. de Santa Catarina 429, 4000-444 Porto, Portugal","dental clinic","geral@cdsantacatarina.pt"
"SYMETRIC - Clínica Médica e Dentária de Valadares","Rua do Penedo,33 - Valadares 33, 4405-589 Vila Nova de Gaia, Portugal","dental clinic","geral@clinicasymetric.pt"
"Cristina Alípio Dental Clinic","Av. de Fernão de Magalhães 1043, 4350-168 Porto, Portugal","dental clinic","geral@clinicacristinaalipio.pt"
"Gran Via - Clínica Médica Dentária","R. Telhado 81, 4400-321 Vila Nova de Gaia, Portugal","dental clinic","geral@clinicagranvia.pt"
"Living Clinic - Dermatologia, Cirurgia Plástica e Medicina Estética","Av. da Boavista 117 6º, Sala 607, 4050-115 Porto, Portugal","dermatology clinic","secretaria@livingclinic.pt"
"Clínica Dermatologia Grupo Sofia Magina","R. Prof. Bento de Jesus Caraça 209, 4200-131 Porto, Portugal","dermatology clinic","smagina@clinicadermatologia.pt"
"Synthesis","R. Júlio Lourenço Pinto 176F, 4150-004 Porto, Portugal","dermatology clinic","geral@synthesisbeauty.pt"
"Depiderme - Clínica D’epilação Laser - Porto","Av. da Boavista 1742, 4100-116 Porto, Portugal","dermatology clinic","leiria@depiderme.com"
"Clínica de Gondomar","Tv. Monte Crasto 126, 4420-211 S. Cosme, Portugal","dermatology clinic","atendimento@clinicagondomar.pt"
"Chi Clinic","R. Manuel Dias da Fonseca 240, 4450-125 Matosinhos, Portugal","dermatology clinic","geral@chiclinic.com.pt"
"Clínica da Liga","Mafamude, 4430-999 Vila Nova de Gaia, Portugal","dermatology clinic","geral@ligagaia.pt"
"The Dermatology Clinic, PLLC","11295 E Taylor Rd, Gulfport, MS 39503, USA","dermatology clinic","admin@thedermclinic.net"
"Clínica Dermatologia Pedro Vilas Boas","Rua Dr. Teófilo Bernardes 179, 4480-700 Vila do Conde, Portugal","dermatology clinic","geral@pedrovilasboas.com"
"Personal Derma - Dermatology Clinic & Esthetic","Av. António Augusto de Aguiar 110 C, 1050-019 Lisboa, Portugal","dermatology clinic","geral@personalderma.pt"
"Aesthetic and Dermatology Center Lisbon","Av. João Crisóstomo 16, 5th Flr, Av. João Crisóstomo 16, 1000-207 Lisboa, Portugal","dermatology clinic","info@aestheticanddermatologylisbon.com"
"Clinical Dermatology Do Areeiro, Lda.","Av. Afonso Costa 22 SL D, 1900-036 Lisboa, Portugal","dermatology clinic","geral@dermareeiro.pt"
"Centro de Dermatologia de Lisboa","R. Augusto Gil 35B, 1000-064 Lisboa, Portugal","dermatology clinic","geral@cdlisboa.pt"
"Derme.pt","R. Xavier de Araújo, 1600-226 Lisboa, Portugal","dermatology clinic","geral@derme.pt"
"The Dermatology Clinic","5326 O'Donovan Dr, Baton Rouge, LA 70808, USA","dermatology clinic","ofcmgr1@thedermatologyclinic.com"
"Neuromente Porto","Edifício Oceanus, Av. da Boavista 3211 1º andar, sala 2.7, 4100-113 Porto, Portugal","psychology clinic","geral@neuromente.pt"
"EME Saude","Rua de Júlio Dinis 561 5º, 4050-012 Porto, Portugal","psychology clinic","geral@emesaude.pt"
"Corpo Saudável - Estética & Bem-Estar","Rua do Campo Alegre 478, 4150-170 Porto, Portugal","psychology clinic","info@corposaudavel.pt"
"NeuroImprove Clinic","R. Calouste Gulbenkian 52 3º Andar, Sala 9, 4050-144 Porto, Portugal","psychology clinic","geral@neuroimprove.pt"
"Felicity Gaia - Centro de Desenvolvimento Infanto-Juvenil","R. da Bélgica 2521, 4400-053 Canidelo, Portugal","psychology clinic","geral@felicity.com.pt"
"Douro Centro Médico","Av. da Boavista 197 2ºB, 4050-115 Porto, Portugal","psychology clinic","geral@dourocentromedico.pt"
"NaturalMente Academy","R. António Bessa Leite 1468 loja 12, 4150-074 Porto, Portugal","psychology clinic","geral@naturalmenteacademy.pt"
"Clínica BemEstar","Edifício Via Trindade, Rua de Camões 218 7º - 7.3, 4000-138 Porto, Portugal","psychology clinic","geral@clinica-bemestar.pt"
"REACH - Clínica de Saúde Mental","Edifício Via Trindade, Rua de Camões 218 4º andar, sala 2, 4000-138 Porto, Portugal","psychology clinic","reach@reach.com.pt"
"Ginásio Da Educação Da Vinci","R. Joaquim Nicolau de Almeida 86, 4430-090 Vila Nova de Gaia, Portugal","psychology clinic","vngaia@davinci.edu.pt"
"Mind House Psiquiatria e Psicoterapia","Av. da Boavista 3769 Loja 5, 4100-139 Porto, Portugal","psychology clinic","geral@mindhouse.pt"
"Clínica Ariadne - Psiquiatria e Psicoterapia","R. de Aristídes de Sousa Mendes 225 Sala A3, 4150-088 Porto, Portugal","psychology clinic","geral@ariadne.pt"
"ID Clinics | Consultas Psicologia & Psiquiatria no Porto","R. São João de Brito 304, 4100-283 Porto, Portugal","psychology clinic","info@id-clinics.com"
"Porto Mental Health Clinic","Av. da França 352 5° andar Sala 8, 4050-276 Porto, Portugal","psychology clinic","geral@clinicadesaudementaldoporto.pt"
"Mind Haven Wellness Center","R. Dr. Emílio Peres 95, 4050-007 Porto, Portugal","psychology clinic","geral@mindhavenwellnesscenter.pt"
"Clínica da Mente","Rua de Costa Cabral 799, 4200-224 Porto, Portugal","psychology clinic","geral@clinicadamente.com"
"O Principezinho - Centro de desenvolvimento de crianças e jovens","R. Maria Justina 24, 4510-609 Fânzeres, Portugal","psychology clinic","geral@zinho.pt"
"Restaurante Buraco do Velho","R. da Comunidade 30, 3840-345, Portugal","restaurant","info@buracodovelho.pt"
"Bronze Seafood & Lounge Bar","R. da Nossa Sra. da Encarnação 10, 3830-459 Gafanha da Encarnação, Portugal","restaurant","geral@bronze.pt"
"Oakberry Açaí . Aveiro","Av. Santa Joana 15 RC Esquerdo, 3810-329 Aveiro, Portugal","restaurant","contato@oakberry.com"
"100 Montaditos Aveiro","Av. Santa Joana 25, 3810-064 Aveiro, Portugal","restaurant","attcliente@gruporestalia.com"
"Restaurante Vale da Cerejeira","R. da República 31, 3810-164 Esgueira, Portugal","restaurant","valedacerejeira@sapo.pt"
"M Bakery Aveiro","Praça do Marquês de Pombal 5, 3810-133 Aveiro, Portugal","restaurant","geral@mbakery.pt"
"Pizzarte","R. Eng. Von Haff 27, 3800-177 Aveiro, Portugal","restaurant","pizzarte@pizzarte.com"
"Restaurante do Lago","Cais da Fonte Nova 5, 3810-200 Aveiro, Portugal","restaurant","melia.ria@meliaportugal.com"
"STIR","214 E McBee Ave., Greenville, SC 29601, USA","restaurant","info@stirgreenville.com"
"Print Works Bistro","702 Green Valley Rd, Greensboro, NC 27408, USA","restaurant","printworksbistro@qwrh.com"
"Green Valley Grill","622 Green Valley Rd, Greensboro, NC 27408, USA","restaurant","gvgrill@qwrh.com"
"Bouboulina","921 Meeting St, Rockville, MD 20852, USA","restaurant","info@eatbouboulina.com"
"Athos Restaurant","1814 Western Ave, Albany, NY 12203, USA","restaurant","athosrestaurant@yahoo.com"
"Fork and Plough","1629 E North St, Greenville, SC 29607, USA","restaurant","catering@forkandplough.com"
"Café la Vie","7730 Bonhomme Ave, St. Louis, MO 63105, USA","restaurant","cafelavie@lemeridienclayton.com"
"Firewater Kitchen & Bar","20128 Garrett Hwy, Oakland, MD 21550, USA","restaurant","--reservations@firewaterkitchen.com"
"Onshore Sushi","R. Manuel Facica, 3830-751 Gafanha da Nazaré, Portugal","sushi restaurant","onshore@outlook.pt"
"ASIMAMI","R. de José Rabumba 18, 3810-165 Aveiro, Portugal","sushi restaurant","geral@asimami.pt"
"Tasca do Amarelinho","Av. Dr. Lourenço Peixinho 104, 3800-223 Aveiro, Portugal","sushi restaurant","geral@tascadoamarelinho.com"
"Himá Oriental Taste- Aveiro Shopping Center","Estr. da Taboeira, 3800-901 Aveiro, Portugal","sushi restaurant","geral@himaorientaltaste.pt"
"Oyama Sushi & Steakhouse","5350 Council St NE F, Cedar Rapids, IA 52402, USA","sushi restaurant","e081c35a018348d18e09ed427bf39b65@o462166.ingest.sentry.io"
"Dolce Pizzeria Ristorante","Av. Dr. Lourenço Peixinho n196, 3800-181 Aveiro, Portugal","pizzeria","reservas@dolcepizzeriaristorante.com"
"Pizzaria O Sonho das Fontes","Avenida Das Laranjeiras, Edif Fontes, Av. das Laranjeiras 34 R/C - D, 3780-202 Anadia, Portugal","pizzeria","geral@sonhodasfontes.pt"
"LA MAMAROMA","Cais do Alboi 21, 3810-045 Aveiro, Portugal","pizzeria","info@la-mamaroma.pt"
"Best Pizza & Brew","1639 S Coast Hwy, Oceanside, CA 92054, USA","pizzeria","info@bestpizzaandbrew.com"
"Pizza Perfect Ypsilanti","332 S Ford Blvd, Ypsilanti, MI 48198, USA","pizzeria","astigma@astigmatic.com"
"Terraço Boco Lounge - Café Bistrô Bar","R. da Mota 1, 3830-142 Gafanha de Aquém, Portugal","burger restaurant","geral@bocolounge.pt"
"Hamburgueria Revolta - Hamburgueria & Cervejaria Artesanal","Praça do Mercado 24, 3800-175 Aveiro, Portugal","burger restaurant","revolta@chefpai.pt"
"H3","R. Dom Manuel Barbuda e Vasconcelos, 3810-498 Aveiro, Portugal","burger restaurant","canaldedenuncias@realfood.pt"
"NATA Lisboa - Aveiro","Tv. do Governo Civil 3, 3810-076 Aveiro, Portugal","cafe","franchising@natalisboa.com"
"Terraço Aveiro","Av. Dr. Lourenço Peixinho 15, 3800-095 Aveiro, Portugal","bar","GERAL@TERRACOAVEIRO.PT"
"Nights Bar - São Miguel do Rio Torto","R. Nº Cinco 7, 2205 São Miguel do Rio Torto, Portugal","bar","info@nails.com"
"Montebelo Vista Alegre Ílhavo Hotel","Lugar da Vista Alegre, 3830-292 Ílhavo, Portugal","hotel","montebelovistaalegreilhavo@montebelohotels.com"
"BARRA Hotel Farol","Lgo do Farol, Praia da Barra, 3830-753 Aveiro, Portugal","hotel","info@hotelfarol.pt"
